Codigo,Categoria,Estado,Municipio,Ubicación,Area Hidrografica,Zona Hidrografica,Subzona hidrografica,Nombre,Dirección (por favor incluya el nombre del barrio),Teléfono(s) ,E-mail ,Página web ,Redes sociales del proveedor,Detalles
21209090,Cerámica y porcelana,Activa,"Bogota, D.C","(4.66666667, -74.05)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Don Abelino Pulido,Cra 107 B #155-17 (ACCESO 108),310 2186919,,,,"Taller completo de cerámica y porcelana, desde enseñanza hasta los insumos necesarios"
21209480,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.66666667, -74.03333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eli's pottery ,Tv. 26 #53c 37. Chapinero sur occidental,+57 312 4341624,,,Instagram: @elispottery,"Vaciado de barbotina, sinterizado y esmaltado de piezas cerámicas."
21200250,Insumos cerámica,Activa,"Bogota, D.C","(4.3, -74.2)",Magdalena Cauca,Alto Magdalena,Río Bogotá,José Darío ,Cachipai,+57 315 3491070,,,,En insumos materia prima para producir piezas de cerámicas
21207690,Fabricación cerámica,Activa,"Bogota, D.C","(4.3, -74.2)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León,"Tv. 26 #53c-37, galerías ",3124341624,elispottery@gmail.com,,Instagram: elispottery,Fabricación de piezas en cerámica 
21209550,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.66666667, -74.15)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba,3102186919,,,,"Juego de 6 piezas de cerámica. Curso de Cerámica. Asesoría, uso de hornos y esmalte."
21200580,Fabricación cerámica,Activa,"Bogota, D.C","(4.68333333, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba- Avenida Cali,3102186919,,,,"Todo el proceso de enseñanza para hacer unas piezas cerámicas
Desde la elaboración del modelo, molde, barbotina, horneado y acabados"
21205470,Piezas metálicas,Activa,"Bogota, D.C","(4.68333333, -74.15)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ingenieria estructural de Colombia,Cl. 7 #28 - 13 Ricaurte,3105780467,,,https://www.facebook.com/Ingestcol/,"Asesoramiento en el proceso y forma de una pieza metalica, se genero una prueba de como se haria un proceso manual por la forma que se selecciono y asesoranro para el cambio de forma y el proceso a desarrollar aunque no se hiciera con ellos"
21202200,Corte metal,Activa,"Bogota, D.C","(4.57527778, -74.07166667)",Orinoco,Meta,Rio Metica (Guamal - Humadea),Metal cut CNC,Cra. 29 # 8 - 41,4813360,,,,Corte de laminas de acero inoxidable calibre 14 por cizalla
21200560,Publicidad e impresión,Suspendida,"Bogota, D.C","(4.7, -74.15)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Target Digital ,"Cl. 9 #27-70, Ricaurte",316 4946408,targetcreativo@gmail.com,,,Impresion en baner 2 pendones de 50cm x 100cm
21205060,Herramientas eléctricas y tornillería,Suspendida,"Bogota, D.C","(4.7, -74.03333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,MECANELECTRO ,Av.Caracas (Cra 20b) No. 76 – 54 Bogotá / Calle 13 No. 22 – 96 Bogotá / (Cra 45) No. 127b - 85 Bogotá,321 473 6780-313 466 8386 - 310 217 3776,almacen.paloquemao@mecanelectro.com.co,,,Herramientas eléctricas
21205170,Herramientas eléctricas y tornillería,Suspendida,"Bogota, D.C","(4.7, -74.03333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ferretería Castaño,"Cra 25 #13-13, BOGOTÁ",6013750595,,,,Herramientas eléctricas y tornillería
21201420,Herramientas eléctricas y tornillería,Suspendida,"Bogota, D.C","(4.36666667, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,TORCOL,"Av 1 de Mayo # 69 c 26, Bogotá",3229417829,,,,Herramientas y Tornillería
21202250,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.5, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,M&D Pinturas,Principal - Av. calle 72#82-73 / Las ferias - Av. Calle 72 # 68f - 10 / Prado veraniego - Calle 129 # 52 - 63 / Suba - Calle 139 # 101 - 06 / Usaquen - Carrera 7 # 120A - 28,3218365778,,,,Pinturas y herramientas menores
21206300,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.5, -74.16666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,El club de los colores,Calle 23 #20 - 39 - Bogota,3128183 - 6965729 - 2682424 - 3379249,info@elclubdeloscolores.com,,,Pinturas
21206850,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.5, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Pinturas Tito Pabon,Carrera 27 # 78 44 Barrio Santa Sofía,Tel. 660 66 31 Celular: 310 276 8579 WhatsApp: 350 614 7456,servicioalcliente@pinturastitopabon.com,,,Pinturas
21202210,Productos y materias primas,Activa,"Bogota, D.C","(4.50583333, -74.08638889)",Magdalena Cauca,Alto Magdalena,Río Bogotá,FILMTEX SAS,Cra 73 62 D 81 SUR Bogotá,6017245757,,,,"Productos y materias primas relacionadas con envases, plastico, carton, papel aluminio"
21207713,Productos y materias primas,Activa,"Bogota, D.C","(4.51425083, -74.10870361)",Magdalena Cauca,Alto Magdalena,Río Bogotá,PLASTICOMERCIAL SAS,Cll 38 SUR 72 P 46 SUR Bogota,6014032535,,,,Fabricación de formas básicas de plástico
21205590,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.81666667, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,NOVACOLOR SAS,Carrera 69 R # 77 – 44 Bogotá - Las ferias,601 290 6990,contactenos@novacolor.com.co,,,Pigmentos para todo tipo de materias primas
21209820,Yesos entro otros,Activa,"Bogota, D.C","(4.71666667, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León - Elis Pottery,Transversal 26 #53c 37 - Detrás del Campin,3124341624,,elispottery.negocio.site,,Yesos y demás materiales. Enseñanza. Horno y realización de todos los procesos necesarios. 
21208100,Manufactura de calzado,Activa,"Bogota, D.C","(4.73333333, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Hernán Jiménez,Carrera 29C # 18-45 sur,315 6083179,,,,"Manufactura de calzado, el material lo llevaba cada grupo"
21205320,Cerámica y porcelana,Suspendida,"Bogota, D.C","(4.43333333, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Don Abelino Pulido,Cra 107 B #155-17 (ACCESO 108),310 2186919,,,,"Taller completo de cerámica y porcelana, desde enseñanza hasta los insumos necesarios"
21209790,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.73333333, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eli's pottery ,Tv. 26 #53c 37. Chapinero sur occidental,+57 312 4341624,,,Instagram: @elispottery,"Vaciado de barbotina, sinterizado y esmaltado de piezas cerámicas."
21209800,Insumos cerámica,Activa,"Bogota, D.C","(4.73333333, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,José Darío ,Cachipai,+57 315 3491070,,,,En insumos materia prima para producir piezas de cerámicas
21207770,Fabricación cerámica,Suspendida,"Bogota, D.C","(4.75, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León,"Tv. 26 #53c-37, galerías ",3124341624,elispottery@gmail.com,,Instagram: elispottery,Fabricación de piezas en cerámica 
21206900,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.45, -74.1)",Orinoco,Meta,Río Guayuriba,Abelino Pulido,Suba,3102186919,,,,"Juego de 6 piezas de cerámica. Curso de Cerámica. Asesoría, uso de hornos y esmalte."
21202230,Fabricación cerámica,Activa,"Bogota, D.C","(4.46666667, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba- Avenida Cali,3102186919,,,,"Todo el proceso de enseñanza para hacer unas piezas cerámicas
Desde la elaboración del modelo, molde, barbotina, horneado y acabados"
21208660,Piezas metálicas,Activa,"Bogota, D.C","(4.76666667, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ingenieria estructural de Colombia,Cl. 7 #28 - 13 Ricaurte,3105780467,,,https://www.facebook.com/Ingestcol/,"Asesoramiento en el proceso y forma de una pieza metalica, se genero una prueba de como se haria un proceso manual por la forma que se selecciono y asesoranro para el cambio de forma y el proceso a desarrollar aunque no se hiciera con ellos"
21209760,Corte metal,Activa,"Bogota, D.C","(4.76666667, -74.03333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Metal cut CNC,Cra. 29 # 8 - 41,4813360,,,,Corte de laminas de acero inoxidable calibre 14 por cizalla
21200770,Publicidad e impresión,Activa,"Bogota, D.C","(4.78333333, -74.03333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Target Digital ,"Cl. 9 #27-70, Ricaurte",316 4946408,targetcreativo@gmail.com,,,Impresion en baner 2 pendones de 50cm x 100cm
21205512,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.46931639, -74.07945417)",Magdalena Cauca,Alto Magdalena,Río Bogotá,MECANELECTRO ,Av.Caracas (Cra 20b) No. 76 – 54 Bogotá / Calle 13 No. 22 – 96 Bogotá / (Cra 45) No. 127b - 85 Bogotá,321 473 6780-313 466 8386 - 310 217 3776,almacen.paloquemao@mecanelectro.com.co,,,Herramientas eléctricas
21200850,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.48333333, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ferretería Castaño,"Cra 25 #13-13, BOGOTÁ",6013750595,,,,Herramientas eléctricas y tornillería
21206860,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.48333333, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,TORCOL,"Av 1 de Mayo # 69 c 26, Bogotá",3229417829,,,,Herramientas y Tornillería
21206870,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.48333333, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,M&D Pinturas,Principal - Av. calle 72#82-73 / Las ferias - Av. Calle 72 # 68f - 10 / Prado veraniego - Calle 129 # 52 - 63 / Suba - Calle 139 # 101 - 06 / Usaquen - Carrera 7 # 120A - 28,3218365778,,,,Pinturas y herramientas menores
21205523,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.78815722, -74.05005889)",Magdalena Cauca,Alto Magdalena,Río Bogotá,El club de los colores,Calle 23 #20 - 39 - Bogota,3128183 - 6965729 - 2682424 - 3379249,info@elclubdeloscolores.com,,,Pinturas
21209770,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.8, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Pinturas Tito Pabon,Carrera 27 # 78 44 Barrio Santa Sofía,Tel. 660 66 31 Celular: 310 276 8579 WhatsApp: 350 614 7456,servicioalcliente@pinturastitopabon.com,,,Pinturas
21209840,Productos y materias primas,Activa,"Bogota, D.C","(4.68333333, -74.16666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,FILMTEX SAS,Cra 73 62 D 81 SUR Bogotá,6017245757,,,,"Productos y materias primas relacionadas con envases, plastico, carton, papel aluminio"
21209850,Productos y materias primas,Activa,"Bogota, D.C","(4.68333333, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,PLASTICOMERCIAL SAS,Cll 38 SUR 72 P 46 SUR Bogota,6014032535,,,,Fabricación de formas básicas de plástico
21205270,Pinturas y herramientas menores,Suspendida,"Bogota, D.C","(4.61666667, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,NOVACOLOR SAS,Carrera 69 R # 77 – 44 Bogotá - Las ferias,601 290 6990,contactenos@novacolor.com.co,,,Pigmentos para todo tipo de materias primas
21205290,Yesos entro otros,Suspendida,"Bogota, D.C","(4.61666667, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León - Elis Pottery,Transversal 26 #53c 37 - Detrás del Campin,3124341624,,elispottery.negocio.site,,Yesos y demás materiales. Enseñanza. Horno y realización de todos los procesos necesarios. 
35020170,Manufactura de calzado,Suspendida,"Bogota, D.C","(4.18333333, -74.18333333)",Orinoco,Meta,Río Guayuriba,Hernán Jiménez,Carrera 29C # 18-45 sur,315 6083179,,,,"Manufactura de calzado, el material lo llevaba cada grupo"
21206720,Cerámica y porcelana,Activa,"Bogota, D.C","(4.61666667, -74.05)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Don Abelino Pulido,Cra 107 B #155-17 (ACCESO 108),310 2186919,,,,"Taller completo de cerámica y porcelana, desde enseñanza hasta los insumos necesarios"
21206750,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.61666667, -74.21666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eli's pottery ,Tv. 26 #53c 37. Chapinero sur occidental,+57 312 4341624,,,Instagram: @elispottery,"Vaciado de barbotina, sinterizado y esmaltado de piezas cerámicas."
21206770,Insumos cerámica,Activa,"Bogota, D.C","(4.61666667, -74.2)",Magdalena Cauca,Alto Magdalena,Río Bogotá,José Darío ,Cachipai,+57 315 3491070,,,,En insumos materia prima para producir piezas de cerámicas
21206780,Fabricación cerámica,Activa,"Bogota, D.C","(4.61666667, -74.31666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León,"Tv. 26 #53c-37, galerías ",3124341624,elispottery@gmail.com,,Instagram: elispottery,Fabricación de piezas en cerámica 
21209900,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.61666667, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba,3102186919,,,,"Juego de 6 piezas de cerámica. Curso de Cerámica. Asesoría, uso de hornos y esmalte."
21209910,Fabricación cerámica,Activa,"Bogota, D.C","(4.61666667, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba- Avenida Cali,3102186919,,,,"Todo el proceso de enseñanza para hacer unas piezas cerámicas
Desde la elaboración del modelo, molde, barbotina, horneado y acabados"
21205508,Piezas metálicas,Activa,"Bogota, D.C","(4.62096028, -74.06297778)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ingenieria estructural de Colombia,Cl. 7 #28 - 13 Ricaurte,3105780467,,,https://www.facebook.com/Ingestcol/,"Asesoramiento en el proceso y forma de una pieza metalica, se genero una prueba de como se haria un proceso manual por la forma que se selecciono y asesoranro para el cambio de forma y el proceso a desarrollar aunque no se hiciera con ellos"
21200350,Corte metal,Suspendida,"Bogota, D.C","(4.63333333, -74.1)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Metal cut CNC,Cra. 29 # 8 - 41,4813360,,,,Corte de laminas de acero inoxidable calibre 14 por cizalla
21201290,Publicidad e impresión,Activa,"Bogota, D.C","(4.23333333, -74.18333333)",Orinoco,Meta,Río Guayuriba,Target Digital ,"Cl. 9 #27-70, Ricaurte",316 4946408,targetcreativo@gmail.com,,,Impresion en baner 2 pendones de 50cm x 100cm
35020190,Herramientas eléctricas y tornillería,Suspendida,"Bogota, D.C","(4.23333333, -74.18333333)",Orinoco,Meta,Río Guayuriba,MECANELECTRO ,Av.Caracas (Cra 20b) No. 76 – 54 Bogotá / Calle 13 No. 22 – 96 Bogotá / (Cra 45) No. 127b - 85 Bogotá,321 473 6780-313 466 8386 - 310 217 3776,almacen.paloquemao@mecanelectro.com.co,,,Herramientas eléctricas
21202240,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.63333333, -74.05)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ferretería Castaño,"Cra 25 #13-13, BOGOTÁ",6013750595,,,,Herramientas eléctricas y tornillería
21200790,Herramientas eléctricas y tornillería,Suspendida,"Bogota, D.C","(4.65, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,TORCOL,"Av 1 de Mayo # 69 c 26, Bogotá",3229417829,,,,Herramientas y Tornillería
21205540,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.63333333, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,M&D Pinturas,Principal - Av. calle 72#82-73 / Las ferias - Av. Calle 72 # 68f - 10 / Prado veraniego - Calle 129 # 52 - 63 / Suba - Calle 139 # 101 - 06 / Usaquen - Carrera 7 # 120A - 28,3218365778,,,,Pinturas y herramientas menores
21206760,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.63333333, -74.23333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,El club de los colores,Calle 23 #20 - 39 - Bogota,3128183 - 6965729 - 2682424 - 3379249,info@elclubdeloscolores.com,,,Pinturas
21206910,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.63333333, -74.05)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Pinturas Tito Pabon,Carrera 27 # 78 44 Barrio Santa Sofía,Tel. 660 66 31 Celular: 310 276 8579 WhatsApp: 350 614 7456,servicioalcliente@pinturastitopabon.com,,,Pinturas
21209860,Productos y materias primas,Activa,"Bogota, D.C","(4.63333333, -74.23333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,FILMTEX SAS,Cra 73 62 D 81 SUR Bogotá,6017245757,,,,"Productos y materias primas relacionadas con envases, plastico, carton, papel aluminio"
21207720,Productos y materias primas,Suspendida,"Bogota, D.C","(4.63333333, -74.23333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,PLASTICOMERCIAL SAS,Cll 38 SUR 72 P 46 SUR Bogota,6014032535,,,,Fabricación de formas básicas de plástico
21208330,Pinturas y herramientas menores,Suspendida,"Bogota, D.C","(4.63333333, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,NOVACOLOR SAS,Carrera 69 R # 77 – 44 Bogotá - Las ferias,601 290 6990,contactenos@novacolor.com.co,,,Pigmentos para todo tipo de materias primas
21200890,Yesos entro otros,Suspendida,"Bogota, D.C","(4.28333333, -74.21666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León - Elis Pottery,Transversal 26 #53c 37 - Detrás del Campin,3124341624,,elispottery.negocio.site,,Yesos y demás materiales. Enseñanza. Horno y realización de todos los procesos necesarios. 
21205030,Manufactura de calzado,Suspendida,"Bogota, D.C","(4.65, -74.06666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Hernán Jiménez,Carrera 29C # 18-45 sur,315 6083179,,,,"Manufactura de calzado, el material lo llevaba cada grupo"
21206730,Cerámica y porcelana,Activa,"Bogota, D.C","(4.65, -74.18333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Don Abelino Pulido,Cra 107 B #155-17 (ACCESO 108),310 2186919,,,,"Taller completo de cerámica y porcelana, desde enseñanza hasta los insumos necesarios"
21206890,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.65, -74.01666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eli's pottery ,Tv. 26 #53c 37. Chapinero sur occidental,+57 312 4341624,,,Instagram: @elispottery,"Vaciado de barbotina, sinterizado y esmaltado de piezas cerámicas."
21209890,Insumos cerámica,Activa,"Bogota, D.C","(4.65, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,José Darío ,Cachipai,+57 315 3491070,,,,En insumos materia prima para producir piezas de cerámicas
21207740,Fabricación cerámica,Suspendida,"Bogota, D.C","(4.66666667, -74.15)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León,"Tv. 26 #53c-37, galerías ",3124341624,elispottery@gmail.com,,Instagram: elispottery,Fabricación de piezas en cerámica 
21207900,Cerámica y esmaltado,Suspendida,"Bogota, D.C","(4.66666667, -74.16666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba,3102186919,,,,"Juego de 6 piezas de cerámica. Curso de Cerámica. Asesoría, uso de hornos y esmalte."
21209880,Fabricación cerámica,Activa,"Bogota, D.C","(4.66666667, -74.15)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Abelino Pulido,Suba- Avenida Cali,3102186919,,,,"Todo el proceso de enseñanza para hacer unas piezas cerámicas
Desde la elaboración del modelo, molde, barbotina, horneado y acabados"
21201110,Piezas metálicas,Activa,"Bogota, D.C","(4.68333333, -74.01666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ingenieria estructural de Colombia,Cl. 7 #28 - 13 Ricaurte,3105780467,,,https://www.facebook.com/Ingestcol/,"Asesoramiento en el proceso y forma de una pieza metalica, se genero una prueba de como se haria un proceso manual por la forma que se selecciono y asesoranro para el cambio de forma y el proceso a desarrollar aunque no se hiciera con ellos"
21207140,Corte metal,Activa,"Bogota, D.C","(4.68333333, -74.16666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Metal cut CNC,Cra. 29 # 8 - 41,4813360,,,,Corte de laminas de acero inoxidable calibre 14 por cizalla
35020160,Publicidad e impresión,Suspendida,"Bogota, D.C","(4.13333333, -74.23333333)",Orinoco,Meta,Río Guayuriba,Target Digital ,"Cl. 9 #27-70, Ricaurte",316 4946408,targetcreativo@gmail.com,,,Impresion en baner 2 pendones de 50cm x 100cm
21200630,Herramientas eléctricas y tornillería,Suspendida,"Bogota, D.C","(4.6, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,MECANELECTRO ,Av.Caracas (Cra 20b) No. 76 – 54 Bogotá / Calle 13 No. 22 – 96 Bogotá / (Cra 45) No. 127b - 85 Bogotá,321 473 6780-313 466 8386 - 310 217 3776,almacen.paloquemao@mecanelectro.com.co,,,Herramientas eléctricas
21201770,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.6, -74.4)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Ferretería Castaño,"Cra 25 #13-13, BOGOTÁ",6013750595,,,,Herramientas eléctricas y tornillería
21206800,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.6, -74.15)",Magdalena Cauca,Alto Magdalena,Río Bogotá,TORCOL,"Av 1 de Mayo # 69 c 26, Bogotá",3229417829,,,,Herramientas y Tornillería
21207010,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.6, -74.2)",Magdalena Cauca,Alto Magdalena,Río Bogotá,M&D Pinturas,Principal - Av. calle 72#82-73 / Las ferias - Av. Calle 72 # 68f - 10 / Prado veraniego - Calle 129 # 52 - 63 / Suba - Calle 139 # 101 - 06 / Usaquen - Carrera 7 # 120A - 28,3218365778,,,,Pinturas y herramientas menores
21209750,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.61525, -74.18358056)",Magdalena Cauca,Alto Magdalena,Río Bogotá,El club de los colores,Calle 23 #20 - 39 - Bogota,3128183 - 6965729 - 2682424 - 3379249,info@elclubdeloscolores.com,,,Pinturas
21201150,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.61666667, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Pinturas Tito Pabon,Carrera 27 # 78 44 Barrio Santa Sofía,Tel. 660 66 31 Celular: 310 276 8579 WhatsApp: 350 614 7456,servicioalcliente@pinturastitopabon.com,,,Pinturas
21202220,Productos y materias primas,Activa,"Bogota, D.C","(4.61666667, -74.05)",Magdalena Cauca,Alto Magdalena,Río Bogotá,FILMTEX SAS,Cra 73 62 D 81 SUR Bogotá,6017245757,,,,"Productos y materias primas relacionadas con envases, plastico, carton, papel aluminio"
21201480,Productos y materias primas,Suspendida,"Bogota, D.C","(4.83333333, -74.1)",Magdalena Cauca,Alto Magdalena,Río Bogotá,PLASTICOMERCIAL SAS,Cll 38 SUR 72 P 46 SUR Bogota,6014032535,,,,Fabricación de formas básicas de plástico
21202040,Pinturas y herramientas menores,Activa,"Bogota, D.C","(4.51666667, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,NOVACOLOR SAS,Carrera 69 R # 77 – 44 Bogotá - Las ferias,601 290 6990,contactenos@novacolor.com.co,,,Pigmentos para todo tipo de materias primas
21202190,Yesos entro otros,Activa,"Bogota, D.C","(4.51666667, -74.08333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León - Elis Pottery,Transversal 26 #53c 37 - Detrás del Campin,3124341624,,elispottery.negocio.site,,Yesos y demás materiales. Enseñanza. Horno y realización de todos los procesos necesarios. 
21206840,Manufactura de calzado,Activa,"Bogota, D.C","(4.51666667, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Hernán Jiménez,Carrera 29C # 18-45 sur,315 6083179,,,,"Manufactura de calzado, el material lo llevaba cada grupo"
21209940,Cerámica y porcelana,Activa,"Bogota, D.C","(4.53333333, -74.11666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Don Abelino Pulido,Cra 107 B #155-17 (ACCESO 108),310 2186919,,,,"Taller completo de cerámica y porcelana, desde enseñanza hasta los insumos necesarios"
21202180,Cerámica y esmaltado,Activa,"Bogota, D.C","(4.54305556, -74.15583333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eli's pottery ,Tv. 26 #53c 37. Chapinero sur occidental,+57 312 4341624,,,Instagram: @elispottery,"Vaciado de barbotina, sinterizado y esmaltado de piezas cerámicas."
21206810,Insumos cerámica,Activa,"Bogota, D.C","(4.55, -74.23333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,José Darío ,Cachipai,+57 315 3491070,,,,En insumos materia prima para producir piezas de cerámicas
21206820,Fabricación cerámica,Activa,"Bogota, D.C","(4.55, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Eliana León,"Tv. 26 #53c-37, galerías ",3124341624,elispottery@gmail.com,,Instagram: elispottery,Fabricación de piezas en cerámica 
21197050,Cerámica y esmaltado,Suspendida,"Bogota, D.C","(3.98333333, -74.33333333)",Magdalena Cauca,Alto Magdalena,Río Sumapaz,Abelino Pulido,Suba,3102186919,,,,"Juego de 6 piezas de cerámica. Curso de Cerámica. Asesoría, uso de hornos y esmalte."
21197060,Fabricación cerámica,Suspendida,"Bogota, D.C","(4.0, -74.36666667)",Magdalena Cauca,Alto Magdalena,Río Sumapaz,Abelino Pulido,Suba- Avenida Cali,3102186919,,,,"Todo el proceso de enseñanza para hacer unas piezas cerámicas
Desde la elaboración del modelo, molde, barbotina, horneado y acabados"
35025502,Piezas metálicas,Activa,"Bogota, D.C","(4.55966194, -73.99972222)",Orinoco,Meta,Río Guayuriba,Ingenieria estructural de Colombia,Cl. 7 #28 - 13 Ricaurte,3105780467,,,https://www.facebook.com/Ingestcol/,"Asesoramiento en el proceso y forma de una pieza metalica, se genero una prueba de como se haria un proceso manual por la forma que se selecciono y asesoranro para el cambio de forma y el proceso a desarrollar aunque no se hiciera con ellos"
21201560,Corte metal,Activa,"Bogota, D.C","(4.56666667, -74.13333333)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Metal cut CNC,Cra. 29 # 8 - 41,4813360,,,,Corte de laminas de acero inoxidable calibre 14 por cizalla
21201980,Publicidad e impresión,Activa,"Bogota, D.C","(4.56666667, -74.05)",Magdalena Cauca,Alto Magdalena,Río Bogotá,Target Digital ,"Cl. 9 #27-70, Ricaurte",316 4946408,targetcreativo@gmail.com,,,Impresion en baner 2 pendones de 50cm x 100cm
21202170,Herramientas eléctricas y tornillería,Activa,"Bogota, D.C","(4.56666667, -74.16666667)",Magdalena Cauca,Alto Magdalena,Río Bogotá,MECANELECTRO ,Av.Caracas (Cra 20b) No. 76 – 54 Bogotá / Calle 13 No. 22 – 96 Bogotá / (Cra 45) No. 127b - 85 Bogotá,321 473 6780-313 466 8386 - 310 217 3776,almacen.paloquemao@mecanelectro.com.co,,,Herramientas eléctricas
